"linea","id","title","description","price","link",
20,507,Maxim Gris Sala,"Sala seccional que te permite hacerla tan grande como quieras, tapizada en jackard chenille color gris da suavidad al reposar, incluye hermosos cojines decorativos que embellecen tu hogar. *YLM",20000.00 MXN,https://dico.com.mx/df/maxim-sala.html
21,515,Lindsay Olivo Sala,"Todo se ve mejor estando al lado de nuestro sof&aacute; Lindsay, le dar&aacute; un nuevo ambiente a tu hogar. Su respaldo con cojines sueltos te brindar&aacute;n el mayor confort posible. Tapizado en fino chenille en opciones olivo, chocolate y camello.*",16000.00 MXN,https://dico.com.mx/df/lindsay-olivo-chenille-sala.html
22,563,Trent Rojo Sala,"Sal del molde con la sala &ldquo;Trent&rdquo;. &iexcl;Desdobla su respaldo y expenderla a tu gusto! Su tapiz en &ldquo;soft&rdquo; disponible en tres opciones de color, juega de manera perfecta con el estilo minimalista de esta hermosa sala..*descylm",27000.00 MXN,https://dico.com.mx/df/trent-v-sala.html
23,600,Boss Nogal Antecomedor,"El antecomedor &lt;strong&gt;BOSS&lt;/strong&gt; es ideal para todas las cocinas, elaborado en madera de polar, enchapado en nogal y terminado en semi mate con sus sillas tapizadas en tacto piel perfecto para cualquier evento. *YLM",14000.00 MXN,https://dico.com.mx/df/boss-antecomedor.html
24,642,Parker Rojo Comedor Rectangular,"Comedor estilo Moderno. Producto de Importaci&oacute;n. Cubierta de Cristal Templada en la parte inferior 8 mm de espesor, cubierta de Cristal superior de 10 mm de espesor. Patas tapizadas en Tacto piel color rojo, con molduras Cromadas. Silla tapizada en Tacto piel color Chocolate.",18000.00 MXN,https://dico.com.mx/df/parker-comedor-rectangular.html
25,666,Dory Beige Recámara K.S,"&lt;p style=&quot;text-align: justify;&quot;&gt;Espaciosa, moderna y de hermosa, asi es la rec&amp;aacute;mara &lt;strong&gt;DORY&lt;/strong&gt;; fabricada de madera con acabados en mate color chocolate y su gran cabecera tapizada en tactopiel color beige le dan un toque distintivo a esta.&lt;/p&gt;",5600.00 MXN,https://dico.com.mx/df/dory-beige-recamara-king-size.html
26,691,Martti Base de Cama Matrimonial,"Base de cama estilo contempor&aacute;neo. Fabricado en madera de pino. Tapizado en tactopiel color chocolate y/o blanco. L&iacute;neas con pespunte color marfil.",5600.00 MXN,https://dico.com.mx/df/martti-bases-de-cama.html
27,708,Thais Recámara K.S,"&lt;p&gt;El tapizado en tactopiel de la cabecera es un toque de sofisticaci&oacute;n, con madera industrializada de la m&aacute;s alta calidad la recamara &lt;b&gt;THAIS&lt;/b&gt; es no solo un lugar de descanso, es el lugar para compartir los mejores momentos.&lt;/p&gt;&lt;p&gt;&amp;nbsp;&lt;/p&gt;&lt;p&gt;* YLM&lt;/p&gt;",11000.00 MXN,https://dico.com.mx/df/thais-recamara.html
28,733,Carre Comedor,"Ama tu comedor. Tener un comedor perfecto significa que jam&aacute;s se convertir&aacute; en algo rutinario. Mano de obra del viejo mundo a tu alcance con la colecci&oacute;n &quot;Carre&quot; Puedes tenerlo todo en un ambiente encantador lleno de detalles modernos. *descylm",19200.00 MXN,https://dico.com.mx/df/carre-pl-xn-dt1051-comedor.html
29,751,Asturias Centro de Entretenimiento,"Un cl&aacute;sico muy al d&iacute;a, el centro de entretenimiento Asturias te brindara horas a lado de tu familia, fabircado en madera de la mas alta calidad en acabados de brillo UV color vino y unas elegantes jaladeras de lat&oacute;n, &iexcl; y Claro no podria faltar sus 2 hermosos m&oacute;dulos laterales!",17000.00 MXN,https://dico.com.mx/df/asturias-centro-de-entretenimiento.html
30,783,Marion Cantina,"Cantina Bar estilo Contempor&aacute;neo. Fabricado en madera industrializada de la m&aacute;s alta calidad. Acabado en Laca mate color Chocolate. Laca al alto brillo en la parte superior, Serigrafiado en color Blanco. Bancos de madera, con asientos tapizados en Tactopiel color Crema. Entrepa&ntilde;o de Cristal en Vitrina y Barra. Suede color Chocolate en parte frontal de la barra. Jaladeras de aluminio, copero y botelleros.",12000.00 MXN,https://dico.com.mx/df/marion-barra-contrabarra.html
31,791,Terra Cantina,"&iquest;Tu selecci&oacute;n se inclin&oacute; al moderno acabado color chocolate? Sin importar el modelo que hayas elegido, la cantina &lt;b&gt;TERRA&lt;/b&gt; complentar&aacute; perfectamente tu ambiente en chocolate. Agr&eacute;gale 2 o m&aacute;s bancos opcionales.",8000.00 MXN,https://dico.com.mx/df/terra-cantina.html
32,798,Golden Marfil Recámara K.S,"&lt;p&gt;Tan valiosa como lo dice su nombre, la rec&amp;aacute;mara &lt;strong&gt;GOLDEN&lt;/strong&gt; es una pieza bien terminada en madera de pino y acabados de laca color chocolate, que resaltan elegancia y clase pagando lo justo.&lt;/p&gt;&lt;p&gt;YL.&lt;/p&gt;",9400.00 MXN,https://dico.com.mx/df/golden-recamara.html
33,813,Divisor S Grande Librero,"Actuales, sencillos, pero sobre todo pr&aacute;cticos y funcionales, nuestra colecci&oacute;n de muebles ocasionales te permitir&aacute;n llenar ese peque&ntilde;o rinc&oacute;n con buen gusto y distinci&oacute;n, donde podr&aacute;s mostrar tus accesorios consentidos, o bien las piezas que has coleccionado a lo largo de tus viajes y que reflejan tu verdadero t&uacute;. *descylm",9200.00 MXN,https://dico.com.mx/df/divisor-s-librero.html
34,949,Anais Recámara,"&lt;p style=&quot;text-align: justify;&quot;&gt;Desde la hora de juego, de hacer tareas y de dormir, este cuarto tiene toda la diversi&amp;oacute;n y funcionalidad que tu hija necesita. Has que cada d&amp;iacute;a sea memorable. La apariencia de &quot;ana&amp;iacute;s&quot; es elegante con su acabado en poliester rosa al alto brillo. Acompa&amp;ntilde;ada de su respectivo tocador, c&amp;oacute;moda y mesa de noche, tienes todas las funciones que podr&amp;iacute;as desear.*&lt;/p&gt;",11200.00 MXN,https://dico.com.mx/df/anais-recamara-juvenil.html
35,957,Hanna Fucsia Recámara,"&lt;p style=&quot;text-align: justify;&quot;&gt;Deja que la personalidad de tu peque&amp;ntilde;a brille!! Armoniza su colorido esp&amp;iacute;ritu con accesorios vivos y coloridos. Remodelar una rec&amp;aacute;mara es algo sencillo. Fuera la vieja y venga la nueva. Las acuarelas son brillantes, divertidas y completamente inspiradoras&amp;hellip; como alguien que conoces. La &quot;&lt;strong&gt;HANNA&lt;/strong&gt;&quot; tiene cabecera, c&amp;oacute;moda, luna, bur&amp;oacute;, chifonier, banca y ba&amp;uacute;l que se venden por piezas sueltas que se adaptar&amp;aacute;n a cualquier espacio.*descylm&lt;/p&gt;",7900.00 MXN,https://dico.com.mx/df/hanna-fucsia-recamara-mat.html
36,983,Victoria Chocolate centro de Entretenimiento,"&lt;p style=&quot;text-align: justify;&quot;&gt;Pulcro y fresco, Completamente actual . Abraza lo contempor&amp;aacute;neo y huye de lo convencional con obras de arte funcionaleses como el Centro de Entretenimiento Victoria.*&lt;/p&gt;",21400.00 MXN,https://dico.com.mx/df/victoria-chocolate-centro-de-entretenimiento.html
37,1005,Sport Recámara,"&lt;p style=&quot;text-align: justify;&quot;&gt;Encuentra tu estilo en muebles DICO y d&eacute;jate sorprender por esta rec&aacute;mara &lt;b&gt;SPORT&lt;/b&gt;, ideal para los chicos que aman el deporte, adqui&eacute;rela por piezas sueltas o toda junta, tus hijos amar&aacute;n dormir en ella. *YLM &lt;/p&gt;",9000.00 MXN,https://dico.com.mx/df/sport-recamara-juvenil.html
38,1039,Delhi Mesa De Centro,"&lt;p style=&quot;text-align: justify;&quot;&gt;La&lt;strong&gt; MESA DE CENTRO DELHI&lt;/strong&gt; Con un corte moderno, esta mesa cuenta con dos niveles de estructura para que puedas guardar tus revistas y otros complementos decorativos que se te ocurran. Adem&amp;aacute;s, incluye una cubierta de cristal con 5 mm de espesor. Ideal para colocar floreros, l&amp;aacute;mparas y otros accesorios.&lt;/p&gt;&lt;p style=&quot;text-align: justify;&quot;&gt;JS.&lt;/p&gt;",4000.00 MXN,https://dico.com.mx/df/delhi-mesa-de-centro.html
39,1153,Boss Wengue Antecomedor,"El antecomedor &lt;strong&gt;BOSS&lt;/strong&gt; es ideal para todas las cocinas, elaborado en madera de polar, enchapado en nogal y terminado en semi mate con sus sillas tapizadas en tacto piel perfecto para cualquier evento. *YLM",14000.00 MXN,https://dico.com.mx/df/boss-antecomedor-1279.html
40,1179,Picasso Recámara Juvenil,"&lt;p style=&quot;text-align: justify;&quot;&gt;Un dise&ntilde;o fresco. Una cuidadosa mezcla de elementos. Y cuando se hace bien, es imposible ignorarlo. L&iacute;neas elegantes, estampados llamativos, integran su cabecera y piezas que lo complementan. As&iacute; es la colecci&oacute;n &lt;strong&gt;PICASSO&lt;/strong&gt;.&lt;/p&gt;*YLM",13200.00 MXN,https://dico.com.mx/df/picasso-recamara-juvenil.html
41,1195,Derby Chocolate Sala,"La sala Derby crea un ambiente de elegancia en cualquier lugar. Sus brazos redondeados y asientos ajustados te har&aacute;n sentir en un confort como en las nubes. Tapizada en piel, disponible en piezas sueltas y colores marfil, chocolate y rojo. *",32000.00 MXN,https://dico.com.mx/df/dervy-choco-sala.html
42,1196,Derby Rojo Sala,"La sala Derby crea un ambiente de elegancia en cualquier lugar. Sus brazos redondeados y asientos ajustados te har&aacute;n sentir en un confort como en las nubes. Tapizada en piel, disponible en piezas sueltas y colores marfil, chocolate y rojo.*",32000.00 MXN,https://dico.com.mx/df/derby-rojo-sala.html
43,1197,Aster Calabaza Sala,"Los mejores momentos de tu familia los vivir&aacute;s en una sala, y que mejor si es &lt;b&gt;ASTER&lt;/b&gt;, ya que por su c&oacute;modo tapiz suede te permite reposar placenteramente, no te pierdas la oportunidad de conocerla y llevarla a tu hogar.",28000.00 MXN,https://dico.com.mx/df/aster-sd-calabaza.html
44,1198,Aster Chocolate Sala,"Los mejores momentos de tu familia los vivir&aacute;s en una sala, y que mejor si es &lt;b&gt;ASTER&lt;/b&gt;, ya que por su c&oacute;modo tapiz suede te permite reposar placenteramente, no te pierdas la oportunidad de conocerla y llevarla a tu hogar.",28000.00 MXN,https://dico.com.mx/df/aster-sd-chocolate.html
45,1200,Marley Chocolate Sala,"C&oacute;moda y espaciosa, la sala &lt;b&gt;MARLEY&lt;/b&gt; est&aacute; elaborada con madera de pino de la m&aacute;s alta calidad, tapizada en suede de varios colores, patas barnizadas en chocolate que resaltan cada detalle de esta hermosa sala. *YLM",18000.00 MXN,https://dico.com.mx/df/marley-sd-chocolate.html
46,1201,Marley Beige Sala,"C&oacute;moda y espaciosa, la sala &lt;b&gt;MARLEY&lt;/b&gt; est&aacute; elaborada con madera de pino de la m&aacute;s alta calidad, tapizada en suede de varios colores, patas barnizadas en chocolate que resaltan cada detalle de esta hermosa sala. *YLM",20000.00 MXN,https://dico.com.mx/df/marley-sd-beige.html
47,1202,Marley Calabaza Sala,"C&oacute;moda y espaciosa, la sala &lt;b&gt;MARLEY&lt;/b&gt; est&aacute; elaborada con madera de pino de la m&aacute;s alta calidad, tapizada en suede de varios colores, patas barnizadas en chocolate que resaltan cada detalle de esta hermosa sala. *YLM",20000.00 MXN,https://dico.com.mx/df/marley-sala-calabaza.html
48,1206,Dubai Beige Sala Modular,"&lt;p style=&quot;text-align: justify;&quot;&gt;Dise&ntilde;a la sala tan grande como te imagines, tapizada en tela SOFT y con una fuerte estructura con madera pino americano es ideal para cualquiera que sea tu espacio. *YLM&lt;/p&gt;",27800.00 MXN,https://dico.com.mx/df/dubai-chocolate-sala-modular.html
49,1270,Hamburgo Nogal Recámara K.S,"Hermosa. Flexible. Duradera. No hay respuestas err&oacute;neas cuando la tradici&oacute;n americana se ve modernizada. Las piezas de madera s&oacute;lida siempre se ver&aacute;n bien, no importa como las vistas, la Rec&aacute;mara Hamburgo es ejemplo de ella. *descylm",52000.00 MXN,https://dico.com.mx/df/hamburgo-nogal-recamara-king-size.html
50,1298,AUDÍFONOS JUEGO DE SÁBANAS,"Un toque funky para tu cuarto, juego de s&aacute;banas",949.00 MXN,https://dico.com.mx/df/audifonos-juego-de-sabanas-1424.html
51,1324,BRITÁNICO JUEGO DE SÁBANAS EDR,"Independencia y actitud , juego de s&aacute;banas.",779.00 MXN,https://dico.com.mx/df/britanico-juego-de-sabanas-edr-1450.html
52,1370,HAPPY JUEGO DE SÁBANAS,"Vive y refleja tu estilo, juego de s&aacute;banas",779.00 MXN,https://dico.com.mx/df/happy-juego-de-sabanas.html
53,1397,MARINERO JUEGO EDREDÓN,"Navega tus d&iacute;as con emoci&oacute;n, edred&oacute;n de 2 vistas 50% Algod&oacute;n , 50% Poli&eacute;ster",1199.00 MXN,https://dico.com.mx/df/marinero-juego-edredon-1523.html
54,1434,PARÍS JUEGO DE SÁBANAS,"Tu espacio a la moda , juego de s&aacute;banas microfibra bordada.",699.00 MXN,https://dico.com.mx/df/paris-juego-de-sabanas-1560.html
55,1438,PARÍS JUEGO EDREDÓN,"Tu espacio a la moda , edred&oacute;n de 2 vistas 50% Algod&oacute;n , 50% Poli&eacute;ster",1349.00 MXN,https://dico.com.mx/df/paris-juego-edredon-1564.html
56,1452,Topacio Avena Sala,"Cuenta con l&iacute;neas limpias e impecable sofisticaci&oacute;n que simula tela tipo cuero; la sala &lt;b&gt;TOPACIO&lt;/b&gt; est&aacute; tapizada en flother de alta duraci&oacute;n y calidad que engalana tu sala principal. *YLM",18000.00 MXN,https://dico.com.mx/df/topacio-flother-avena-sala.html
57,1456,Topacio Caoba Sala,"Cuenta con l&iacute;neas limpias e impecable sofisticaci&oacute;n que simula tela tipo cuero; la sala &lt;b&gt;TOPACIO&lt;/b&gt; esta tapizada en flother de alta duraci&oacute;n y calidad que engalana tu sala principal. *YLM",18000.00 MXN,https://dico.com.mx/df/topacio-flother-caoba-sala.html
58,1481,SMILE JUEGO DE SÁBANAS,"Sonrisas que guardan historias , juego de s&aacute;banas microfibra",699.00 MXN,https://dico.com.mx/df/smile-juego-de-sabanas.html
59,1504,Trent Chocolate Sala,"Sal del molde con la sala &ldquo;Trent&rdquo;. &iexcl;Desdobla su respaldo y expenderla a tu gusto! Su tapiz en &ldquo;soft&rdquo; disponible en tres opciones de color, juega de manera perfecta con el estilo minimalista de esta hermosa sala.. *descylm",27000.00 MXN,https://dico.com.mx/df/trent-v-sala-chocolate.html
60,1506,Trent Blanco Sala,"Sal del molde con la sala &ldquo;Trent&rdquo;. &iexcl;Desdobla su respaldo y expenderla a tu gusto! Su tapiz en &ldquo;soft&rdquo; disponible en tres opciones de color, juega de manera perfecta con el estilominimalista de esta hermosa sala..*descylm",27000.00 MXN,https://dico.com.mx/df/trent-v-sala-blanco.html
61,1571,Spark Comedor,"&lt;p&gt;&amp;iquest;Buscas esa chispa de confort y practicidad en un mismo comedor? Pues el comedor &lt;strong&gt;SPARK&lt;/strong&gt; es ideal para pasar grandes momentos en casa, su dise&amp;ntilde;o lo hace diferente al resto y no podr&amp;aacute;s encontrar otro que sea igual.&lt;/p&gt;&lt;p&gt;YL&lt;/p&gt;",18000.00 MXN,https://dico.com.mx/df/spark-comedor.html
62,1576,Marino Sala Gris,"Un sabor internacional con un estilo retro-moderno hace que esta colecci&oacute;n sea perfecta para los hogares metropolitanos. Disfruta de los acabados naturales y preciosos tapices que tenemos para estos dise&ntilde;os, escojelo entre cuatro colores disponibles.*",26800.00 MXN,https://dico.com.mx/df/marino-v-sala-gris.html
63,1590,Marino Sala Chocolate,"Un sabor internacional con un estilo retro-moderno hace que esta colecci&oacute;n sea perfecta para los hogares metropolitanos. Disfruta de los acabados naturales y preciosos tapices que tenemos para estos dise&ntilde;os, escojelo entre cuatro colores disponibles.*",26800.00 MXN,https://dico.com.mx/df/marino-v-sala-chocolate.html
64,1591,Parker Chocolate Comedor Triangular,"&iquest;Listo para un acercamiento? Si tienes como objetivo el imponer una moda, &iquest;por qu&eacute; no hacerlo a lo grande? Original e in&eacute;dito, el &lt;b&gt;PARKER&lt;/b&gt; te ofrece una cubierta de vidrio templado que te garantizar&aacute; muchos a&ntilde;os de reuniones familiares. Selecciona la versi&oacute;n rectangular o triangular.",18000.00 MXN,https://dico.com.mx/df/parker-chocolate-comedor-triangular.html
65,1592,Parker Rojo Comedor Triangular,"&lt;p style=&quot;text-align: justify;&quot;&gt;Materiales modernos ofrecen un cambio a las comidas en casa. Redefine tu comedor con vidrio y cromo. Disfruta de las lisas y suaves superficies llenas de calidad y durabilidad con este comedor &quot;&lt;strong&gt;PARKER&lt;/strong&gt;&quot;, &amp;iexcl;despreoc&amp;uacute;pate el vidrio es templado! *descylm&lt;/p&gt;",18000.00 MXN,https://dico.com.mx/df/parker-rojo-comedor-triangular.html
66,1602,Dove Recámara K.S,"Las estrellas de cine duermen igual que todo el mundo. Pero cuando se despiertan, lo primero que ven son hermosos, dram&aacute;ticos y ostentosos muebles con acabados de calidad de exposici&oacute;n. Ve a lo grande con esta espectacular versi&oacute;n &quot;Dove&quot; terminada en poliester al alto brillo blanco con gris y jam&aacute;s cierres la puerta de tu cuarto cuando tengas visitas en casa. *descylm",11600.00 MXN,https://dico.com.mx/df/dove-recamara-king-size.html
67,1608,Sport Recámara,"&lt;p style=&quot;text-align: justify;&quot;&gt;Encuentra tu estilo en muebles DICO y d&eacute;jate sorprender por esta rec&aacute;mara &lt;b&gt;SPORT&lt;/b&gt;, ideal para los chicos que aman el deporte, adqui&eacute;rela por piezas sueltas o toda junta, tus hijos amar&aacute;n dormir en ella. *YLM &lt;/p&gt;",7000.00 MXN,https://dico.com.mx/df/sport-recamara-juvenil-5440.html
68,1802,Arezzo Marfil Sala,"El estilo verdadero va mas all&aacute; de las modas. Es lo que todas las modas persiguen. Exige lo mejor en dise&ntilde;o contempor&aacute;neo y perdura a la vez, d&aacute;ndonos confort y sofisticaci&oacute;n durante d&eacute;cadas. Fabricada en madera de pino y tapizada en piel, disponible en 3 maravillosos colores. *YLM",46000.00 MXN,https://dico.com.mx/df/arezzo-marfil-sala.html
69,2012,Marino Blanco Sala,"Un sabor internacional con un estilo retro-moderno hace que esta colecci&oacute;n sea perfecta para los hogares metropolitanos. Disfruta de los acabados naturales y preciosos tapices que tenemos para estos dise&ntilde;os, escojelo entre cuatro colores disponibles.*",26800.00 MXN,https://dico.com.mx/df/marino-v-blanco-sala.html
70,2075,VIENTO JUEGO SÁBANAS,"Viento , juego de s&aacute;banas",969.00 MXN,https://dico.com.mx/df/viento-juego-sabanas-edr-2201.html
71,2079,VIENTO JUEGO EDREDÓN,"Viento , edred&oacute;n de 2 vistas 50% Algod&oacute;n , 50% Poli&eacute;ster",1999.00 MXN,https://dico.com.mx/df/viento-juego-edredon-2205.html
72,2092,VINTAGE JUEGO EDREDÓN,"Edred&oacute;n de 2 vistas 50% Algod&oacute;n , 50% Poli&eacute;ster",3400.00 MXN,https://dico.com.mx/df/vintage-juego-edredon-2218.html
73,2116,BASIC CHOCOLATE FUNDA ALMOHADA DEC,"Basic chocolate , funda almohada .",179.00 MXN,https://dico.com.mx/df/basic-chocolate-funda-almohada-dec-2242.html
74,2124,BASIC TURQUESA FUNDA ALMOHADA DEC,"Basic turquesa , funda almohada.",179.00 MXN,https://dico.com.mx/df/basic-turquesa-funda-almohada-dec-2250.html
75,2146,Anais Corazón Recámara,"&lt;p style=&quot;text-align: justify;&quot;&gt;Desde la hora de juego, de hacer tareas y de dormir, este cuarto tiene toda la diversi&amp;oacute;n y funcionalidad que tu hija necesita. Has que cada d&amp;iacute;a sea memorable. La apariencia de &quot;ana&amp;iacute;s&quot; es elegante con su acabado en poliester rosa al alto brillo. Acompa&amp;ntilde;ada de su respectivo tocador, c&amp;oacute;moda y mesa de noche, tienes todas las funciones que podr&amp;iacute;as desear.*descylm&lt;/p&gt;",9400.00 MXN,https://dico.com.mx/df/anais-corazon-recamara.html
76,2176,Four Side II Wengue Comedor,"Probada por familias como la tuya y construida para soportar los tan ajetreados estilos de vida actuales. Adquiere este precioso comedor y date cuenta por qu&eacute; &ldquo;Four side&rdquo; se ha convertido en un top seller.*",26000.00 MXN,https://dico.com.mx/df/four-side-ii-wengue-comedor.html
77,2232,Mokka Marfil Recámara K.S,"Espaciosa, moderna y de hermosos herrajes, MOKKA fue creada con un dise&ntilde;o innovador que reflejar&aacute; tu estilo de vida y buen gusto, que seguramente sorprender&aacute; a familiares y amigos&hellip; y lo mejor? EL PRECIO!!! No lo vas a creer!!! *descylm",6800.00 MXN,https://dico.com.mx/df/mokka-recamara-king-size.html
